Run,Model,Noise Reduction,Feature Extraction,Hyper-tuning,MAE,MSE,RMSE,R2
3,et,spectral_sub_dynamic,db1_wavelet,default,1.4247,2.2396,1.4965,0.0000
3,et,steg,db1_wavelet,default,1.5662,2.7475,1.6576,0.0000
3,et,wiener,db1_wavelet,default,0.8175,0.6861,0.8283,0.0000
3,et,bandpass,db1_wavelet,grid,0.8499,0.7532,0.8679,0.0000
3,et,db1_dwt,db1_wavelet,grid,1.1150,1.4558,1.2066,0.0000
3,et,db8_dwt,db1_wavelet,grid,1.2634,1.6433,1.2819,0.0000
3,et,raw,db1_wavelet,grid,0.9053,0.9022,0.9498,0.0000
3,et,spectral_sub_dynamic,db1_wavelet,grid,1.4130,2.2522,1.5007,0.0000
3,et,steg,db1_wavelet,grid,1.5863,2.9399,1.7146,0.0000
3,et,wiener,db1_wavelet,grid,0.8175,0.6861,0.8283,0.0000
3,et,bandpass,db1_wavelet,random,1.0735,1.2243,1.1065,0.0000
3,et,db1_dwt,db1_wavelet,random,1.2622,1.5991,1.2646,0.0000
3,et,db8_dwt,db1_wavelet,random,1.4351,2.0785,1.4417,0.0000
3,et,raw,db1_wavelet,random,1.2976,1.6886,1.2995,0.0000
3,et,spectral_sub_dynamic,db1_wavelet,random,1.2861,1.7112,1.3081,0.0000
3,et,steg,db1_wavelet,random,1.5036,2.4633,1.5695,0.0000
3,et,wiener,db1_wavelet,random,1.0121,1.0298,1.0148,0.0000
3,et,bandpass,delta_mfcc,default,0.9222,0.8755,0.9357,0.0000
3,et,db1_dwt,delta_mfcc,default,0.9835,0.9697,0.9847,0.0000
3,et,db8_dwt,delta_mfcc,default,0.8770,0.7706,0.8779,0.0000
3,et,raw,delta_mfcc,default,1.1218,1.2796,1.1312,0.0000
3,et,spectral_sub_dynamic,delta_mfcc,default,1.0215,1.0562,1.0277,0.0000
3,et,steg,delta_mfcc,default,1.0145,1.0393,1.0195,0.0000
3,et,wiener,delta_mfcc,default,1.0958,1.2554,1.1204,0.0000
3,et,bandpass,delta_mfcc,grid,0.9193,0.8518,0.9229,0.0000
3,et,db1_dwt,delta_mfcc,grid,0.9752,0.9564,0.9780,0.0000
3,et,db8_dwt,delta_mfcc,grid,0.8787,0.7746,0.8801,0.0000
3,et,raw,delta_mfcc,grid,1.1175,1.2644,1.1245,0.0000
3,et,spectral_sub_dynamic,delta_mfcc,grid,1.0114,1.0324,1.0161,0.0000
3,et,steg,delta_mfcc,grid,1.0127,1.0317,1.0157,0.0000
3,et,wiener,delta_mfcc,grid,1.0958,1.2554,1.1204,0.0000
3,et,bandpass,delta_mfcc,random,1.0438,1.0931,1.0455,0.0000
3,et,db1_dwt,delta_mfcc,random,1.0163,1.0407,1.0201,0.0000
3,et,db8_dwt,delta_mfcc,random,0.9294,0.8655,0.9303,0.0000
3,et,raw,delta_mfcc,random,1.1568,1.3419,1.1584,0.0000
3,et,spectral_sub_dynamic,delta_mfcc,random,1.0152,1.0492,1.0243,0.0000
3,et,steg,delta_mfcc,random,1.0327,1.0826,1.0405,0.0000
3,et,wiener,delta_mfcc,random,1.0816,1.1865,1.0893,0.0000
3,et,bandpass,log_mel_spec,default,0.9052,0.9500,0.9747,0.0000
3,et,db1_dwt,log_mel_spec,default,1.1700,1.3981,1.1824,0.0000
3,et,db8_dwt,log_mel_spec,default,1.3027,2.2539,1.5013,0.0000
3,et,raw,log_mel_spec,default,1.2790,2.7181,1.6487,0.0000
3,et,spectral_sub_dynamic,log_mel_spec,default,0.9652,0.9816,0.9907,0.0000
3,et,steg,log_mel_spec,default,0.9958,1.0876,1.0429,0.0000
3,et,wiener,log_mel_spec,default,0.9223,0.9494,0.9744,0.0000
3,et,bandpass,log_mel_spec,grid,0.8110,0.7831,0.8849,0.0000
3,et,db1_dwt,log_mel_spec,grid,1.3255,1.8206,1.3493,0.0000
3,et,db8_dwt,log_mel_spec,grid,1.3520,2.5034,1.5822,0.0000
3,et,raw,log_mel_spec,grid,1.2446,2.5316,1.5911,0.0000
3,et,spectral_sub_dynamic,log_mel_spec,grid,0.9768,0.9851,0.9925,0.0000
3,et,steg,log_mel_spec,grid,1.0079,1.0637,1.0314,0.0000
3,et,wiener,log_mel_spec,grid,0.9223,0.9494,0.9744,0.0000
3,et,bandpass,log_mel_spec,random,1.0990,1.4251,1.1938,0.0000
3,et,db1_dwt,log_mel_spec,random,1.3246,1.8088,1.3449,0.0000
3,et,db8_dwt,log_mel_spec,random,1.5598,2.6652,1.6325,0.0000
3,et,raw,log_mel_spec,random,1.3891,2.9354,1.7133,0.0000
3,et,spectral_sub_dynamic,log_mel_spec,random,1.2110,1.4754,1.2147,0.0000
3,et,steg,log_mel_spec,random,1.2240,1.5045,1.2266,0.0000
3,et,wiener,log_mel_spec,random,1.3311,1.7772,1.3331,0.0000
3,et,bandpass,mfcc,default,1.2775,1.7994,1.3414,0.0000
3,et,db1_dwt,mfcc,default,1.1867,1.6869,1.2988,0.0000
3,et,db8_dwt,mfcc,default,1.3097,1.7613,1.3272,0.0000
3,et,raw,mfcc,default,1.2700,1.6757,1.2945,0.0000
3,et,spectral_sub_dynamic,mfcc,default,1.4010,2.1487,1.4658,0.0000
3,et,steg,mfcc,default,1.3612,2.1042,1.4506,0.0000
3,et,wiener,mfcc,default,1.1983,1.5918,1.2616,0.0000
3,et,bandpass,mfcc,grid,1.2659,1.6945,1.3017,0.0000
3,et,db1_dwt,mfcc,grid,1.1842,1.6862,1.2986,0.0000
3,et,db8_dwt,mfcc,grid,1.1151,1.2767,1.1299,0.0000
3,et,raw,mfcc,grid,1.3072,1.7758,1.3326,0.0000
3,et,spectral_sub_dynamic,mfcc,grid,1.4010,2.1487,1.4658,0.0000
3,et,steg,mfcc,grid,1.3612,2.1042,1.4506,0.0000
3,et,wiener,mfcc,grid,1.1983,1.5918,1.2616,0.0000
3,et,bandpass,mfcc,random,1.2409,1.5545,1.2468,0.0000
3,et,db1_dwt,mfcc,random,1.2137,1.8448,1.3582,0.0000
3,et,db8_dwt,mfcc,random,1.3462,1.8182,1.3484,0.0000
3,et,raw,mfcc,random,1.2518,1.5687,1.2525,0.0000
3,et,spectral_sub_dynamic,mfcc,random,1.4153,2.2319,1.4939,0.0000
3,et,steg,mfcc,random,1.3727,2.1490,1.4660,0.0000
3,et,wiener,mfcc,random,1.1838,1.4063,1.1859,0.0000
3,et,bandpass,percussive_mfcc,default,1.3333,1.8267,1.3516,0.0000
3,et,db1_dwt,percussive_mfcc,default,1.1170,1.2537,1.1197,0.0000
3,et,db8_dwt,percussive_mfcc,default,1.0678,1.4143,1.1892,0.0000
3,et,raw,percussive_mfcc,default,1.3278,1.8897,1.3747,0.0000
3,et,spectral_sub_dynamic,percussive_mfcc,default,1.6233,2.7951,1.6718,0.0000
3,et,steg,percussive_mfcc,default,1.8447,3.4340,1.8531,0.0000
3,et,wiener,percussive_mfcc,default,1.1923,1.4473,1.2030,0.0000
3,et,bandpass,percussive_mfcc,grid,1.2773,1.6713,1.2928,0.0000
3,et,db1_dwt,percussive_mfcc,grid,1.1007,1.2234,1.1061,0.0000
3,et,db8_dwt,percussive_mfcc,grid,1.1727,1.6683,1.2916,0.0000
3,et,raw,percussive_mfcc,grid,1.3278,1.8897,1.3747,0.0000
3,et,spectral_sub_dynamic,percussive_mfcc,grid,1.5883,2.6194,1.6185,0.0000
3,et,steg,percussive_mfcc,grid,1.8127,3.3320,1.8254,0.0000
3,et,wiener,percussive_mfcc,grid,1.1923,1.4473,1.2030,0.0000
3,et,bandpass,percussive_mfcc,random,1.2165,1.4901,1.2207,0.0000
3,et,db1_dwt,percussive_mfcc,random,1.1463,1.3637,1.1678,0.0000
3,et,db8_dwt,percussive_mfcc,random,1.1109,1.2985,1.1395,0.0000
3,et,raw,percussive_mfcc,random,1.1935,1.4417,1.2007,0.0000
3,et,spectral_sub_dynamic,percussive_mfcc,random,1.4218,2.0844,1.4438,0.0000
3,et,steg,percussive_mfcc,random,1.5591,2.5056,1.5829,0.0000
3,et,wiener,percussive_mfcc,random,1.3059,1.7111,1.3081,0.0000
3,et,bandpass,rms,default,0.9385,1.0551,1.0272,0.0000
3,et,db1_dwt,rms,default,1.2602,1.5910,1.2614,0.0000
3,et,db8_dwt,rms,default,1.6437,4.2604,2.0641,0.0000
3,et,raw,rms,default,1.5737,3.0717,1.7526,0.0000
3,et,spectral_sub_dynamic,rms,default,1.3580,3.1675,1.7797,0.0000
3,et,steg,rms,default,1.3235,3.0937,1.7589,0.0000
3,et,wiener,rms,default,0.8867,0.8047,0.8971,0.0000
3,et,bandpass,rms,grid,0.9387,1.0071,1.0035,0.0000
3,et,db1_dwt,rms,grid,1.5694,2.5638,1.6012,0.0000
3,et,db8_dwt,rms,grid,1.3990,3.0048,1.7334,0.0000
3,et,raw,rms,grid,1.5095,2.5133,1.5854,0.0000
3,et,spectral_sub_dynamic,rms,grid,1.4133,3.4443,1.8559,0.0000
3,et,steg,rms,grid,1.3903,3.3911,1.8415,0.0000
3,et,wiener,rms,grid,1.1378,1.4222,1.1926,0.0000
3,et,bandpass,rms,random,1.3292,1.7669,1.3292,0.0000
3,et,db1_dwt,rms,random,1.3435,1.8066,1.3441,0.0000
3,et,db8_dwt,rms,random,1.3302,1.7730,1.3316,0.0000
3,et,raw,rms,random,1.3337,1.7791,1.3338,0.0000
3,et,spectral_sub_dynamic,rms,random,1.4333,2.2393,1.4964,0.0000
3,et,steg,rms,random,1.4320,2.2372,1.4957,0.0000
3,et,wiener,rms,random,1.3317,1.7733,1.3317,0.0000
3,et,bandpass,spectral_centroid,default,1.5515,2.9307,1.7119,0.0000
3,et,db1_dwt,spectral_centroid,default,1.0310,1.0668,1.0329,0.0000
3,et,db8_dwt,spectral_centroid,default,0.9800,1.0182,1.0091,0.0000
3,et,raw,spectral_centroid,default,1.2508,1.7240,1.3130,0.0000
3,et,spectral_sub_dynamic,spectral_centroid,default,1.4224,3.1271,1.7684,0.0000
3,et,steg,spectral_centroid,default,0.7797,0.8010,0.8950,0.0000
3,et,wiener,spectral_centroid,default,1.9647,4.0143,2.0036,0.0000
3,et,bandpass,spectral_centroid,grid,1.2694,1.9130,1.3831,0.0000
3,et,db1_dwt,spectral_centroid,grid,1.3099,1.8285,1.3522,0.0000
3,et,db8_dwt,spectral_centroid,grid,0.9800,1.0182,1.0091,0.0000
3,et,raw,spectral_centroid,grid,1.3182,2.0632,1.4364,0.0000
3,et,spectral_sub_dynamic,spectral_centroid,grid,1.1065,1.4021,1.1841,0.0000
3,et,steg,spectral_centroid,grid,1.1956,1.5722,1.2539,0.0000
3,et,wiener,spectral_centroid,grid,2.0465,4.3273,2.0802,0.0000
3,et,bandpass,spectral_centroid,random,1.2348,1.6257,1.2750,0.0000
3,et,db1_dwt,spectral_centroid,random,1.3686,1.9012,1.3788,0.0000
3,et,db8_dwt,spectral_centroid,random,1.1674,1.4003,1.1833,0.0000
3,et,raw,spectral_centroid,random,1.3091,1.7164,1.3101,0.0000
3,et,spectral_sub_dynamic,spectral_centroid,random,1.2649,1.6365,1.2792,0.0000
3,et,steg,spectral_centroid,random,1.2379,1.6069,1.2677,0.0000
3,et,wiener,spectral_centroid,random,1.9844,3.9998,2.0000,0.0000
3,et,bandpass,spectral_contrast,default,1.1818,1.7444,1.3208,0.0000
3,et,db1_dwt,spectral_contrast,default,0.9225,0.9309,0.9648,0.0000
3,et,db8_dwt,spectral_contrast,default,1.4892,2.3745,1.5409,0.0000
3,et,raw,spectral_contrast,default,1.3673,2.5537,1.5980,0.0000
3,et,spectral_sub_dynamic,spectral_contrast,default,1.0020,1.0076,1.0038,0.0000
3,et,steg,spectral_contrast,default,1.1058,1.2229,1.1058,0.0000
3,et,wiener,spectral_contrast,default,1.6117,2.8378,1.6846,0.0000
3,et,bandpass,spectral_contrast,grid,1.0740,1.4000,1.1832,0.0000
3,et,db1_dwt,spectral_contrast,grid,1.0467,1.1745,1.0837,0.0000
3,et,db8_dwt,spectral_contrast,grid,1.5954,2.7789,1.6670,0.0000
3,et,raw,spectral_contrast,grid,1.3129,2.3348,1.5280,0.0000
3,et,spectral_sub_dynamic,spectral_contrast,grid,1.0020,1.0076,1.0038,0.0000
3,et,steg,spectral_contrast,grid,1.1098,1.2336,1.1107,0.0000
3,et,wiener,spectral_contrast,grid,1.6117,2.8378,1.6846,0.0000
3,et,bandpass,spectral_contrast,random,1.2295,1.5198,1.2328,0.0000
3,et,db1_dwt,spectral_contrast,random,1.3735,1.8960,1.3769,0.0000
3,et,db8_dwt,spectral_contrast,random,1.3836,1.9158,1.3841,0.0000
3,et,raw,spectral_contrast,random,1.2874,1.6670,1.2911,0.0000
3,et,spectral_sub_dynamic,spectral_contrast,random,1.2606,1.5899,1.2609,0.0000
3,et,steg,spectral_contrast,random,1.2929,1.6730,1.2934,0.0000
3,et,wiener,spectral_contrast,random,1.3482,1.8181,1.3484,0.0000
3,et,bandpass,spectral_flux,default,1.2959,2.2738,1.5079,0.0000
3,et,db1_dwt,spectral_flux,default,1.4253,3.3455,1.8291,0.0000
3,et,db8_dwt,spectral_flux,default,1.5257,2.8607,1.6914,0.0000
3,et,raw,spectral_flux,default,0.8055,0.6700,0.8185,0.0000
3,et,spectral_sub_dynamic,spectral_flux,default,1.3293,2.4595,1.5683,0.0000
3,et,steg,spectral_flux,default,1.5490,3.2229,1.7952,0.0000
3,et,wiener,spectral_flux,default,0.8507,0.7337,0.8566,0.0000
3,et,bandpass,spectral_flux,grid,1.2507,1.9062,1.3807,0.0000
3,et,db1_dwt,spectral_flux,grid,1.2104,1.9316,1.3898,0.0000
3,et,db8_dwt,spectral_flux,grid,1.4232,2.4635,1.5696,0.0000
3,et,raw,spectral_flux,grid,0.8934,0.8255,0.9086,0.0000
3,et,spectral_sub_dynamic,spectral_flux,grid,1.4762,2.6430,1.6257,0.0000
3,et,steg,spectral_flux,grid,1.5211,3.0807,1.7552,0.0000
3,et,wiener,spectral_flux,grid,1.0370,1.0934,1.0456,0.0000
3,et,bandpass,spectral_flux,random,1.2115,1.5572,1.2479,0.0000
3,et,db1_dwt,spectral_flux,random,1.2852,1.7389,1.3187,0.0000
3,et,db8_dwt,spectral_flux,random,1.4782,2.5810,1.6066,0.0000
3,et,raw,spectral_flux,random,1.3183,1.7386,1.3186,0.0000
3,et,spectral_sub_dynamic,spectral_flux,random,1.4515,2.2358,1.4953,0.0000
3,et,steg,spectral_flux,random,1.5815,2.9037,1.7040,0.0000
3,et,wiener,spectral_flux,random,1.2491,1.5622,1.2499,0.0000
3,et,bandpass,spectral_rolloff,default,0.9527,0.9372,0.9681,0.0000
3,et,db1_dwt,spectral_rolloff,default,1.3138,2.8448,1.6867,0.0000
3,et,db8_dwt,spectral_rolloff,default,1.4380,2.1731,1.4741,0.0000
3,et,raw,spectral_rolloff,default,1.7068,4.4354,2.1060,0.0000
3,et,spectral_sub_dynamic,spectral_rolloff,default,0.8798,0.8126,0.9014,0.0000
3,et,steg,spectral_rolloff,default,0.9737,1.0043,1.0022,0.0000
3,et,wiener,spectral_rolloff,default,1.3420,1.9056,1.3804,0.0000
3,et,bandpass,spectral_rolloff,grid,1.2370,1.9009,1.3787,0.0000
3,et,db1_dwt,spectral_rolloff,grid,1.4103,2.4386,1.5616,0.0000
3,et,db8_dwt,spectral_rolloff,grid,1.4717,2.4754,1.5734,0.0000
3,et,raw,spectral_rolloff,grid,1.6386,3.7526,1.9372,0.0000
3,et,spectral_sub_dynamic,spectral_rolloff,grid,1.0255,1.1408,1.0681,0.0000
3,et,steg,spectral_rolloff,grid,0.8349,0.6976,0.8352,0.0000
3,et,wiener,spectral_rolloff,grid,1.8838,3.6558,1.9120,0.0000
3,et,bandpass,spectral_rolloff,random,1.3430,1.9938,1.4120,0.0000
3,et,db1_dwt,spectral_rolloff,random,1.3319,1.7740,1.3319,0.0000
3,et,db8_dwt,spectral_rolloff,random,1.4254,2.1063,1.4513,0.0000
3,et,raw,spectral_rolloff,random,1.3039,1.7578,1.3258,0.0000
3,et,spectral_sub_dynamic,spectral_rolloff,random,1.3289,1.7659,1.3289,0.0000
3,et,steg,spectral_rolloff,random,1.3170,1.7364,1.3177,0.0000
3,et,wiener,spectral_rolloff,random,1.7652,3.1181,1.7658,0.0000
3,et,bandpass,zcr,default,0.9993,1.0307,1.0152,0.0000
3,et,db1_dwt,zcr,default,0.6812,0.5644,0.7513,0.0000
3,et,db8_dwt,zcr,default,0.7925,0.8448,0.9191,0.0000
3,et,raw,zcr,default,1.8258,4.6602,2.1587,0.0000
3,et,spectral_sub_dynamic,zcr,default,1.4943,2.2954,1.5150,0.0000
3,et,steg,zcr,default,0.8642,1.1499,1.0723,0.0000
3,et,wiener,zcr,default,1.8122,4.1959,2.0484,0.0000
3,et,bandpass,zcr,grid,1.1082,1.2426,1.1147,0.0000
3,et,db1_dwt,zcr,grid,0.8224,0.6911,0.8313,0.0000
3,et,db8_dwt,zcr,grid,0.7925,0.8448,0.9191,0.0000
3,et,raw,zcr,grid,1.4797,2.5428,1.5946,0.0000
3,et,spectral_sub_dynamic,zcr,grid,1.3416,1.8369,1.3553,0.0000
3,et,steg,zcr,grid,1.2704,1.6443,1.2823,0.0000
3,et,wiener,zcr,grid,1.4433,2.3348,1.5280,0.0000
3,et,bandpass,zcr,random,1.3174,1.7433,1.3203,0.0000
3,et,db1_dwt,zcr,random,1.3170,1.7348,1.3171,0.0000
3,et,db8_dwt,zcr,random,1.1474,1.4662,1.2109,0.0000
3,et,raw,zcr,random,1.3486,1.8192,1.3488,0.0000
3,et,spectral_sub_dynamic,zcr,random,1.2851,1.6525,1.2855,0.0000
3,et,steg,zcr,random,1.3115,1.7200,1.3115,0.0000
3,et,wiener,zcr,random,1.4021,2.1097,1.4525,0.0000
4,lgbm,bandpass,chroma,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,chroma,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,chroma,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,chroma,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,chroma,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,chroma,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,chroma,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,chroma,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,chroma,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,chroma,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,chroma,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,chroma,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,chroma,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,chroma,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,chroma,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,chroma,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,chroma,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,chroma,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,chroma,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,chroma,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,chroma,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,chroma,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,chroma,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,chroma,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,chroma,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,chroma,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,chroma,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,chroma,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,db1_wavelet,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,db1_wavelet,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,db1_wavelet,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,db1_wavelet,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,db1_wavelet,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,db1_wavelet,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,db1_wavelet,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,db1_wavelet,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,db1_wavelet,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,db1_wavelet,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,db1_wavelet,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,db1_wavelet,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,db1_wavelet,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,db1_wavelet,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,db1_wavelet,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,db1_wavelet,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,db1_wavelet,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,db1_wavelet,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,db1_wavelet,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,db1_wavelet,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,db1_wavelet,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,db1_wavelet,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,db1_wavelet,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,db1_wavelet,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,db1_wavelet,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,db1_wavelet,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,db1_wavelet,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,db1_wavelet,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,delta_mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,delta_mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,delta_mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,delta_mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,delta_mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,delta_mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,delta_mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,delta_mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,delta_mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,delta_mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,delta_mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,delta_mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,delta_mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,delta_mfcc,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,delta_mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,delta_mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,delta_mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,delta_mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,delta_mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,delta_mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,delta_mfcc,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,delta_mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,delta_mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,delta_mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,delta_mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,delta_mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,delta_mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,delta_mfcc,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,log_mel_spec,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,log_mel_spec,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,log_mel_spec,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,log_mel_spec,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,log_mel_spec,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,log_mel_spec,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,log_mel_spec,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,log_mel_spec,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,log_mel_spec,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,log_mel_spec,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,log_mel_spec,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,log_mel_spec,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,log_mel_spec,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,log_mel_spec,default,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,log_mel_spec,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,log_mel_spec,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,log_mel_spec,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,log_mel_spec,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,log_mel_spec,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,log_mel_spec,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,log_mel_spec,grid,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,log_mel_spec,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,log_mel_spec,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,log_mel_spec,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,log_mel_spec,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,log_mel_spec,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,steg,log_mel_spec,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,wiener,log_mel_spec,random,1.3577,1.8433,1.3577,0.0000
4,lgbm,bandpass,mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db1_dwt,mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,db8_dwt,mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,raw,mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
4,lgbm,spectral_sub_dynamic,mfcc,bayesian,1.3577,1.8433,1.3577,0.0000
